FIELD_NAME,DESCRIPTION,DATA_TYPE,INPUT_FIELD,CALCULATED_FIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_PAY_AMT1,Begin Date for Benefit in PAY_AMT1,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_PAY_AMT1,End Date for Benefit in PAY_AMT1,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAY_AMT2,Estimated Payment Amount (after any cutback or adjustment),NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_PAY_AMT2,Begin Date for Benefit in PAY_AMT2,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_PAY_AMT2,End Date for Benefit in PAY_AMT2,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEV_MB_ARD,Primary Level Life ARD Benefit in Pay-status (for Summary section of BD Statement),CURRENCY,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERM_MB_ARD,"Primary Level Life Calculated ARD Termination Benefit
For participants in pay with a PBGC optional form of annuity, this is the benefit amount in the plan normal form of annuity.
This is the termination benefit calculated even if the benefit in pay is not being reduced due to the tolerance rules.",CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBD_DT,Participant's Required Beginning Date (regardless of record type),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBD_MB_TITLE_IV,Title IV Monthly Benefit at RBD (used for bulk recalculation RBD test - only needs to be populated for deferred records - should be in the form of annuity used for XRD_MB_TITLE_IV),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBD_MB_4022C,4022(c) Monthly Benefit at RBD (used for bulk recalculation RBD test - only needs to be populated for deferred records - should be in the form of annuity used for XRD_MB_4022C),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBD_MB_TERM,Termination Monthly Benefit at RBD (used for bulk recalculation RBD test - only needs to be populated for deferred records - should be in the form of annuity used for XRD_MB_TERM),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERM_MB_ARD_FF,"Termination Monthly Benefit at DOR in the Final Form of Annuity Elected by the Participant (if the participant elected a PBGC optional form of annuity, this amount may differ from TERM_MB_ARD)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUX_DIS_COMMENCE_DATE,"Commencement Date for Auxiliary Disability Benefit (note if the participant is receiving auxiliary disability benefit at DOPT, DOR is used for commencment date of non-disability benefit)",DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_QPSA,"Form of Annuity Code for QPSA Benefit (1=Installment Refund, 2=SLA, 3=Modified Cash Refund, 4=Certain Only, 5=C&C, 6=Temporary) - only needs to be populated for deferred participant records valued as married
For participant records for which the participant died after DOPT and the lump sum value is greater than $5,000 and there is actual surviving spouse data available and the surviving spouse is still deferred the amount in this field gets populated into the FORM_CODE field of the beneficiary record created by Data Validation which is then loaded to Genesis.",SHORT TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTHS_QPSA,Months Certain for QPSA Benefit - only needs to be populated for deferred participant records valued as married - would be populated if FORM_CODE_QPSA is populated with 4 or 5,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMP_QPSA,Months Temporary for QPSA Benefit - only needs to be populated for deferred participant records valued as married - would be populated if FORM_CODE_QPSA is populated with 6,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETRO_DOR,Retroactive retirement date for BD Benefit Statement - only populated if payee is eligible for a retroactive retirement when we issue BD that is not the required begin date,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETRO_MB_TITLE_IV,Title IV Monthly Benefit at Payee's Retroactive Retirement Date - only populated if payee is eligible for a retroactive retirement when we issue BD that is not the required begin date,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETRO_MB_4022C,4022(c) Monthly Benefit at Payee's Retroactive Retirement Date - only populated if payee is eligible for a retroactive retirement when we issue BD that is not the required begin date,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETRO_MB_TERM,Termination Monthly Benefit at Payee's Retroactive Retirement Date - only populated if payee is eligible for a retroactive retirement when we issue BD that is not the required begin date,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETRO_SURV_MB_TERM,Termination Survivor Monthly Benefit at Payee's Retroactive Retirement Date - only populated if payee is eligible for a retroactive retirement when we issue BD that is not the required begin date,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBD_SURV_MB_TERM,Termination Survivor Monthly Benefit at RBD (used for bulk recalculation RBD test - only needs to be populated for participants who died after RBD and beneficiary is deferred),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPVFB_IND,"IPVFB Supplemental Table Load Indicator (A - Add Record to IPVFB Supplemental Table, D - Delete Record from IPVFB Supplemental Table, U - Update Record in IPVFB Supplemental Table, N or NULL no change to record in IPVFB Supplemental Table)",SHORT TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYEE_BENEFIT,Plan Accrued Benefit Provided by Employee Contributions (used when participant has EEC's),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYER_BENEFIT,Plan Accrued Benefit Provided by Employer (used when participant has EEC's),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_PMB_RESIDUAL,"Residual Plan Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MB_TITLE_IV_RESIDUAL,"Residual Title IV Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MB_4022C_RESIDUAL,"Residual 4022(c) Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MB_TERM_RESIDUAL,"Residual Termination Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERM_MB_POPUP_RESIDUAL,"Residual Termination Monthly Benefit at XRD Payable if Beneficiary Dies Before Participant (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc. and the form is J&S Popup)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SURV_MB_TERM_RESIDUAL,"Residual Termination Survivor Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MB_QPSA_TERM_RESIDUAL,"Residual Termination QPSA Monthly Benefit at XRD (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERM_MB_NSF_RESIDUAL,"Residual Termination Monthly Benefit in the Normal Single Form of Annuity for PBGC Optional Forms of Annuity Output (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_OPT_SLA_RESIDUAL,"Residual PBGC Optional Straight Life Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_OPT_5CC_RESIDUAL,"Residual PBGC Optional 5-Year Certain and Continuous Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_OPT_10CC_RESIDUAL,"Residual PBGC Optional 10-Year Certain and Continuous Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_OPT_15CC_RESIDUAL,"Residual PBGC Optional 15-Year Certain and Continuous Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_OPT_JS50_RESIDUAL,"Residual PBGC Optional Joint and 50% Survivor Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_OPT_JS75_RESIDUAL,"Residual PBGC Optional Joint and 75% Survivor Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_OPT_JS100_RESIDUAL,"Residual PBGC Optional Joint and 100% Survivor Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBGC_OPT_JSPOPUP_RESIDUAL,"Residual PBGC Optional Joint and 50% Survivor Popup Annuity Benefit Amount (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS_TERM_RESIDUAL,"Residual Lump Sum Value at DOPT (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.) - calculated with lump sum assumptions - excludes QPSA and interest after DOPT",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS_QPSA_RESIDUAL,"Residual Lump Sum Value of QPSA Benefit at DOPT (used when there is a partial post-DOPT distribution, e.g. EEC withdrawal, partial lump sum, etc.)",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS_EST_AMT,Estimated Lump Sum Paid After DOPT - this field is for de minimis lump sum payments,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS_EST_DATE,Date on which estimated lump sum was paid after DOPT,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTIAL_DIST_AMT,Amount of Partial Distribution After DOPT (e.g. participant paid cash balance benefit but still has deferred traditional DB benefit).,NUMBER,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTIAL_DIST_DATE,Date on which Partial Distribution was made after DOPT,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_PTP_QPSA,"Form code (same codes as FORM_CODE but usually a '9' or '0') for the form of annuity upon which the QPSA benefit is based.  In most cases this value will match the value in FORM_CODE_NMF, i.e. the form code for the QJSA annuity.",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPC_PTP_QPSA,"Survivor percentage (usually between 0.5 and 1.0) for the form of annuity upon which the QPSA benefit is based.  In most cases this value will match the value in SPCNMF, i.e. the survivor percentage for the QJSA annuity.",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTHS_PTP_QPSA,"Months certain (usually between 0 and 120) for the form of annuity upon which the QPSA benefit is based.  In most cases this value will match the value in MTHSNMF, i.e. the months cerain for the QJSA annuity.",NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDCWI_XRD,Balance of Mandatory Contributions with Interest at XRD,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDCWI_NRD,Balance of Mandatory Contributions with Interest at NRD,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDCWI_ERD,Balance of Mandatory Contributions with Interest at ERD,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDCWI_EURD,Balance of Mandatory Contributions with Interest at EURD,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDCWI_DOR,Balance of Mandatory Contributions with Interest at DOR,CURRENCY,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC2_LEVEL_QPSA_MB,PC2 QPSA Monthly Benefit at XRD - only needs to be populated for deferred records that are being valued as married.,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEC_RET_DATE,Employee Contributions Return Date,DATE/TIME,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSTOMER_DELETE_FLAG,Deleted record indicator (Y = deleted record).  Note records can only be added or deleted via BCV_Leo.  The system populates this fields when a record is deleted in BCV_Leo.,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATABASE_ID,"Unique system generated BCV database ID (in general each case has one database ID but to support the migration effort, the system does allow for more than one database ID for a case)",NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND1,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND1,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND2,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND2,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND3,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND3,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND4,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND4,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND5,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND5,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND6,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND6,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND7,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND7,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND8,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND8,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND9,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND9,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS_IND10,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.",,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR_IND10,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).  Only used when there are multiple BSRS/BET programs tied to one DBID which is unusual.  The actuary selects the BS_IND# and BR_IND# set for each BSRS/BET program.,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ERD_SUPP1,Start Date of the 1st ERD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ERD_SUPP1,End Date (last day benefit payable) of the 1st ERD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ERD_SUPP2,Start Date of the 2nd ERD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ERD_SUPP2,End Date (last day benefit payable) of the 2nd ERD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ERD_SUPP3,Start Date of the 3rd ERD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ERD_SUPP3,End Date (last day benefit payable) of the 3rd ERD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_ERD_MED,Start Date of the ERD Medicare Benefit,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_ERD_MED,End Date (last day benefit payable) of the ERD Medicare Benefit (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_XRD_SUPP1,Start Date of the 1st XRD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_XRD_SUPP1,End Date (last day benefit payable) of the 1st XRD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_XRD_SUPP2,Start Date of the 2nd XRD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_XRD_SUPP2,End Date (last day benefit payable) of the 2nd XRD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_XRD_SUPP3,Start Date of the 3rd XRD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_XRD_SUPP3,End Date (last day benefit payable) of the 3rd XRD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_XRD_MED,Start Date of the XRD Medicare Benefit,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_XRD_MED,End Date (last day benefit payable) of the XRD Medicare Benefit (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_XRD_FSS1,Start Date of the Initial XRD Free Surviving Spouse Benefit (This is for the pre-60 free surviving spouse benefit only),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
